prompt_id,problem,n_successes_intervened,pass1_intervened,intervention_category,intervention,original_word,n_successes_original,pass1_original,model
246,add_int,177,0.885,concatenate,combine,concatenate,169,0.845,llama3p1_8b_base
247,add_int,200,1.0,concatenate,combine,append,200,1.0,llama3p1_8b_base
252,add_int,79,0.395,concatenate,combine,concatenate,190,0.95,llama3p1_8b_base
253,add_int,200,1.0,concatenate,combine,concatenate,200,1.0,llama3p1_8b_base
254,add_int,9,0.045,concatenate,combine,append,21,0.105,llama3p1_8b_base
544,mod_end,0,0.0,concatenate,combine,add,0,0.0,llama3p1_8b_base
551,mod_end,14,0.07,concatenate,combine,add,0,0.0,llama3p1_8b_base
559,mod_end,4,0.02,concatenate,combine,add,4,0.02,llama3p1_8b_base
1747,laugh,0,0.0,concatenate,combine,add,0,0.0,llama3p1_8b_base
579,increaseScore,167,0.835,concatenate,combine,add,158,0.79,llama3p1_8b_base
906,changeSection,33,0.165,concatenate,combine,concatenate,36,0.18,llama3p1_8b_base
907,changeSection,179,0.895,concatenate,combine,add,191,0.955,llama3p1_8b_base
923,changeSection,0,0.0,concatenate,combine,append,0,0.0,llama3p1_8b_base
924,changeSection,182,0.91,concatenate,combine,concatenate,195,0.975,llama3p1_8b_base
929,changeSection,69,0.345,concatenate,combine,add,108,0.54,llama3p1_8b_base
935,changeSection,16,0.08,concatenate,combine,insert,4,0.02,llama3p1_8b_base
939,changeSection,5,0.025,concatenate,combine,insert,0,0.0,llama3p1_8b_base
965,combine,73,0.365,concatenate,combine,combine,44,0.22,llama3p1_8b_base
1030,reduce,200,1.0,concatenate,combine,add,200,1.0,llama3p1_8b_base
255,add_int,28,0.14,concatenate,combine,append,43,0.215,llama3p1_8b_base
1131,multisplit,2,0.01,concatenate,combine,insert,0,0.0,llama3p1_8b_base
1360,translate,7,0.035,concatenate,combine,append,14,0.07,llama3p1_8b_base
1362,translate,11,0.055,concatenate,combine,append,23,0.115,llama3p1_8b_base
1467,generateCardDeck,0,0.0,concatenate,combine,combine,0,0.0,llama3p1_8b_base
1468,generateCardDeck,0,0.0,concatenate,combine,other,0,0.0,llama3p1_8b_base
1469,generateCardDeck,154,0.77,concatenate,combine,other,157,0.785,llama3p1_8b_base
1470,generateCardDeck,0,0.0,concatenate,combine,other,0,0.0,llama3p1_8b_base
1473,generateCardDeck,0,0.0,concatenate,combine,concatenate,0,0.0,llama3p1_8b_base
1474,generateCardDeck,0,0.0,concatenate,combine,combine,0,0.0,llama3p1_8b_base
1478,generateCardDeck,180,0.9,concatenate,combine,combine,176,0.88,llama3p1_8b_base
560,mod_end,22,0.11,concatenate,combine,append,27,0.135,llama3p1_8b_base
1479,generateCardDeck,0,0.0,concatenate,combine,concatenate,0,0.0,llama3p1_8b_base
1482,generateCardDeck,0,0.0,concatenate,combine,concatenate,0,0.0,llama3p1_8b_base
1483,generateCardDeck,195,0.975,concatenate,combine,add,200,1.0,llama3p1_8b_base
1487,generateCardDeck,192,0.96,concatenate,combine,add,181,0.905,llama3p1_8b_base
1501,generateCardDeck,0,0.0,concatenate,combine,append,0,0.0,llama3p1_8b_base
1508,generateCardDeck,187,0.935,concatenate,combine,append,199,0.995,llama3p1_8b_base
1512,generateCardDeck,89,0.445,concatenate,combine,combine,78,0.39,llama3p1_8b_base
1535,generateCardDeck,0,0.0,concatenate,combine,add,0,0.0,llama3p1_8b_base
1536,generateCardDeck,0,0.0,concatenate,combine,concatenate,0,0.0,llama3p1_8b_base
1584,percentWin,16,0.08,concatenate,combine,concatenate,15,0.075,llama3p1_8b_base
829,andCount,181,0.905,concatenate,combine,concatenate,191,0.955,llama3p1_8b_base
1587,percentWin,36,0.18,concatenate,combine,add,37,0.185,llama3p1_8b_base
1605,percentWin,54,0.27,concatenate,combine,add,57,0.285,llama3p1_8b_base
1612,percentWin,119,0.595,concatenate,combine,add,140,0.7,llama3p1_8b_base
1698,laugh,0,0.0,concatenate,combine,add,0,0.0,llama3p1_8b_base
1738,laugh,0,0.0,concatenate,combine,append,0,0.0,llama3p1_8b_base
1739,laugh,0,0.0,concatenate,combine,add,0,0.0,llama3p1_8b_base
1741,laugh,0,0.0,concatenate,combine,add,0,0.0,llama3p1_8b_base
985,combine,41,0.205,concatenate,combine,combine,38,0.19,llama3p1_8b_base
1371,translate,0,0.0,concatenate,combine,concatenate,0,0.0,llama3p1_8b_base
1539,generateCardDeck,0,0.0,concatenate,combine,concatenate,0,0.0,llama3p1_8b_base
235,add_int,24,0.12,concatenate,concatenate,append,67,0.335,llama3p1_8b_base
1461,generateCardDeck,0,0.0,concatenate,concatenate,combine,0,0.0,llama3p1_8b_base
122,convert,200,1.0,concatenate,concatenate,add,200,1.0,llama3p1_8b_base
198,convert,0,0.0,concatenate,concatenate,combine,0,0.0,llama3p1_8b_base
201,convert,1,0.005,concatenate,concatenate,combine,3,0.015,llama3p1_8b_base
203,convert,0,0.0,concatenate,concatenate,add,0,0.0,llama3p1_8b_base
205,convert,0,0.0,concatenate,concatenate,add,0,0.0,llama3p1_8b_base
237,add_int,51,0.255,concatenate,concatenate,concatenate,45,0.225,llama3p1_8b_base
238,add_int,197,0.985,concatenate,concatenate,append,152,0.76,llama3p1_8b_base
239,add_int,1,0.005,concatenate,concatenate,concatenate,0,0.0,llama3p1_8b_base
240,add_int,14,0.07,concatenate,concatenate,concatenate,8,0.04,llama3p1_8b_base
241,add_int,167,0.835,concatenate,concatenate,append,162,0.81,llama3p1_8b_base
1583,percentWin,0,0.0,concatenate,concatenate,concatenate,0,0.0,llama3p1_8b_base
244,add_int,0,0.0,concatenate,concatenate,append,0,0.0,llama3p1_8b_base
245,add_int,38,0.19,concatenate,concatenate,concatenate,48,0.24,llama3p1_8b_base
246,add_int,179,0.895,concatenate,concatenate,concatenate,169,0.845,llama3p1_8b_base
247,add_int,200,1.0,concatenate,concatenate,append,200,1.0,llama3p1_8b_base
252,add_int,153,0.765,concatenate,concatenate,concatenate,190,0.95,llama3p1_8b_base
253,add_int,200,1.0,concatenate,concatenate,concatenate,200,1.0,llama3p1_8b_base
254,add_int,2,0.01,concatenate,concatenate,append,21,0.105,llama3p1_8b_base
544,mod_end,0,0.0,concatenate,concatenate,add,0,0.0,llama3p1_8b_base
551,mod_end,22,0.11,concatenate,concatenate,add,0,0.0,llama3p1_8b_base
559,mod_end,0,0.0,concatenate,concatenate,add,4,0.02,llama3p1_8b_base
1747,laugh,0,0.0,concatenate,concatenate,add,0,0.0,llama3p1_8b_base
579,increaseScore,140,0.7,concatenate,concatenate,add,158,0.79,llama3p1_8b_base
906,changeSection,31,0.155,concatenate,concatenate,concatenate,36,0.18,llama3p1_8b_base
907,changeSection,192,0.96,concatenate,concatenate,add,191,0.955,llama3p1_8b_base
923,changeSection,0,0.0,concatenate,concatenate,append,0,0.0,llama3p1_8b_base
924,changeSection,198,0.99,concatenate,concatenate,concatenate,195,0.975,llama3p1_8b_base
929,changeSection,106,0.53,concatenate,concatenate,add,108,0.54,llama3p1_8b_base
935,changeSection,27,0.135,concatenate,concatenate,insert,4,0.02,llama3p1_8b_base
939,changeSection,0,0.0,concatenate,concatenate,insert,0,0.0,llama3p1_8b_base
965,combine,28,0.14,concatenate,concatenate,combine,44,0.22,llama3p1_8b_base
1030,reduce,200,1.0,concatenate,concatenate,add,200,1.0,llama3p1_8b_base
255,add_int,26,0.13,concatenate,concatenate,append,43,0.215,llama3p1_8b_base
1131,multisplit,3,0.015,concatenate,concatenate,insert,0,0.0,llama3p1_8b_base
1360,translate,20,0.1,concatenate,concatenate,append,14,0.07,llama3p1_8b_base
1362,translate,55,0.275,concatenate,concatenate,append,23,0.115,llama3p1_8b_base
1467,generateCardDeck,0,0.0,concatenate,concatenate,combine,0,0.0,llama3p1_8b_base
1468,generateCardDeck,0,0.0,concatenate,concatenate,other,0,0.0,llama3p1_8b_base
1469,generateCardDeck,155,0.775,concatenate,concatenate,other,157,0.785,llama3p1_8b_base
1470,generateCardDeck,0,0.0,concatenate,concatenate,other,0,0.0,llama3p1_8b_base
1473,generateCardDeck,0,0.0,concatenate,concatenate,concatenate,0,0.0,llama3p1_8b_base
1474,generateCardDeck,0,0.0,concatenate,concatenate,combine,0,0.0,llama3p1_8b_base
1478,generateCardDeck,171,0.855,concatenate,concatenate,combine,176,0.88,llama3p1_8b_base
560,mod_end,22,0.11,concatenate,concatenate,append,27,0.135,llama3p1_8b_base
1479,generateCardDeck,0,0.0,concatenate,concatenate,concatenate,0,0.0,llama3p1_8b_base
1482,generateCardDeck,0,0.0,concatenate,concatenate,concatenate,0,0.0,llama3p1_8b_base
1483,generateCardDeck,197,0.985,concatenate,concatenate,add,200,1.0,llama3p1_8b_base
1487,generateCardDeck,196,0.98,concatenate,concatenate,add,181,0.905,llama3p1_8b_base
1501,generateCardDeck,0,0.0,concatenate,concatenate,append,0,0.0,llama3p1_8b_base
1508,generateCardDeck,199,0.995,concatenate,concatenate,append,199,0.995,llama3p1_8b_base
1512,generateCardDeck,138,0.69,concatenate,concatenate,combine,78,0.39,llama3p1_8b_base
1535,generateCardDeck,0,0.0,concatenate,concatenate,add,0,0.0,llama3p1_8b_base
1536,generateCardDeck,0,0.0,concatenate,concatenate,concatenate,0,0.0,llama3p1_8b_base
1584,percentWin,15,0.075,concatenate,concatenate,concatenate,15,0.075,llama3p1_8b_base
829,andCount,185,0.925,concatenate,concatenate,concatenate,191,0.955,llama3p1_8b_base
1587,percentWin,44,0.22,concatenate,concatenate,add,37,0.185,llama3p1_8b_base
1605,percentWin,114,0.57,concatenate,concatenate,add,57,0.285,llama3p1_8b_base
1612,percentWin,137,0.685,concatenate,concatenate,add,140,0.7,llama3p1_8b_base
1698,laugh,0,0.0,concatenate,concatenate,add,0,0.0,llama3p1_8b_base
1738,laugh,0,0.0,concatenate,concatenate,append,0,0.0,llama3p1_8b_base
1739,laugh,0,0.0,concatenate,concatenate,add,0,0.0,llama3p1_8b_base
1741,laugh,0,0.0,concatenate,concatenate,add,0,0.0,llama3p1_8b_base
985,combine,62,0.31,concatenate,concatenate,combine,38,0.19,llama3p1_8b_base
1371,translate,0,0.0,concatenate,concatenate,concatenate,0,0.0,llama3p1_8b_base
1539,generateCardDeck,0,0.0,concatenate,concatenate,concatenate,0,0.0,llama3p1_8b_base
235,add_int,76,0.38,concatenate,splice,append,67,0.335,llama3p1_8b_base
1461,generateCardDeck,0,0.0,concatenate,splice,combine,0,0.0,llama3p1_8b_base
122,convert,198,0.99,concatenate,splice,add,200,1.0,llama3p1_8b_base
198,convert,0,0.0,concatenate,splice,combine,0,0.0,llama3p1_8b_base
201,convert,0,0.0,concatenate,splice,combine,3,0.015,llama3p1_8b_base
203,convert,0,0.0,concatenate,splice,add,0,0.0,llama3p1_8b_base
205,convert,0,0.0,concatenate,splice,add,0,0.0,llama3p1_8b_base
237,add_int,44,0.22,concatenate,splice,concatenate,45,0.225,llama3p1_8b_base
238,add_int,200,1.0,concatenate,splice,append,152,0.76,llama3p1_8b_base
239,add_int,2,0.01,concatenate,splice,concatenate,0,0.0,llama3p1_8b_base
240,add_int,16,0.08,concatenate,splice,concatenate,8,0.04,llama3p1_8b_base
241,add_int,143,0.715,concatenate,splice,append,162,0.81,llama3p1_8b_base
1583,percentWin,0,0.0,concatenate,splice,concatenate,0,0.0,llama3p1_8b_base
244,add_int,0,0.0,concatenate,splice,append,0,0.0,llama3p1_8b_base
245,add_int,24,0.12,concatenate,splice,concatenate,48,0.24,llama3p1_8b_base
246,add_int,177,0.885,concatenate,splice,concatenate,169,0.845,llama3p1_8b_base
247,add_int,200,1.0,concatenate,splice,append,200,1.0,llama3p1_8b_base
252,add_int,139,0.695,concatenate,splice,concatenate,190,0.95,llama3p1_8b_base
253,add_int,200,1.0,concatenate,splice,concatenate,200,1.0,llama3p1_8b_base
254,add_int,7,0.035,concatenate,splice,append,21,0.105,llama3p1_8b_base
544,mod_end,0,0.0,concatenate,splice,add,0,0.0,llama3p1_8b_base
551,mod_end,0,0.0,concatenate,splice,add,0,0.0,llama3p1_8b_base
559,mod_end,10,0.05,concatenate,splice,add,4,0.02,llama3p1_8b_base
1747,laugh,0,0.0,concatenate,splice,add,0,0.0,llama3p1_8b_base
579,increaseScore,153,0.765,concatenate,splice,add,158,0.79,llama3p1_8b_base
906,changeSection,49,0.245,concatenate,splice,concatenate,36,0.18,llama3p1_8b_base
907,changeSection,188,0.94,concatenate,splice,add,191,0.955,llama3p1_8b_base
923,changeSection,0,0.0,concatenate,splice,append,0,0.0,llama3p1_8b_base
924,changeSection,195,0.975,concatenate,splice,concatenate,195,0.975,llama3p1_8b_base
929,changeSection,38,0.19,concatenate,splice,add,108,0.54,llama3p1_8b_base
935,changeSection,19,0.095,concatenate,splice,insert,4,0.02,llama3p1_8b_base
939,changeSection,0,0.0,concatenate,splice,insert,0,0.0,llama3p1_8b_base
965,combine,7,0.035,concatenate,splice,combine,44,0.22,llama3p1_8b_base
1030,reduce,200,1.0,concatenate,splice,add,200,1.0,llama3p1_8b_base
255,add_int,75,0.375,concatenate,splice,append,43,0.215,llama3p1_8b_base
1131,multisplit,0,0.0,concatenate,splice,insert,0,0.0,llama3p1_8b_base
1360,translate,3,0.015,concatenate,splice,append,14,0.07,llama3p1_8b_base
1362,translate,7,0.035,concatenate,splice,append,23,0.115,llama3p1_8b_base
1467,generateCardDeck,0,0.0,concatenate,splice,combine,0,0.0,llama3p1_8b_base
1468,generateCardDeck,0,0.0,concatenate,splice,other,0,0.0,llama3p1_8b_base
1469,generateCardDeck,160,0.8,concatenate,splice,other,157,0.785,llama3p1_8b_base
1470,generateCardDeck,0,0.0,concatenate,splice,other,0,0.0,llama3p1_8b_base
1473,generateCardDeck,0,0.0,concatenate,splice,concatenate,0,0.0,llama3p1_8b_base
1474,generateCardDeck,0,0.0,concatenate,splice,combine,0,0.0,llama3p1_8b_base
1478,generateCardDeck,178,0.89,concatenate,splice,combine,176,0.88,llama3p1_8b_base
560,mod_end,16,0.08,concatenate,splice,append,27,0.135,llama3p1_8b_base
1479,generateCardDeck,0,0.0,concatenate,splice,concatenate,0,0.0,llama3p1_8b_base
1482,generateCardDeck,0,0.0,concatenate,splice,concatenate,0,0.0,llama3p1_8b_base
1483,generateCardDeck,197,0.985,concatenate,splice,add,200,1.0,llama3p1_8b_base
1487,generateCardDeck,183,0.915,concatenate,splice,add,181,0.905,llama3p1_8b_base
1501,generateCardDeck,0,0.0,concatenate,splice,append,0,0.0,llama3p1_8b_base
1508,generateCardDeck,199,0.995,concatenate,splice,append,199,0.995,llama3p1_8b_base
1512,generateCardDeck,14,0.07,concatenate,splice,combine,78,0.39,llama3p1_8b_base
1535,generateCardDeck,0,0.0,concatenate,splice,add,0,0.0,llama3p1_8b_base
1536,generateCardDeck,0,0.0,concatenate,splice,concatenate,0,0.0,llama3p1_8b_base
1584,percentWin,15,0.075,concatenate,splice,concatenate,15,0.075,llama3p1_8b_base
829,andCount,159,0.795,concatenate,splice,concatenate,191,0.955,llama3p1_8b_base
1587,percentWin,59,0.295,concatenate,splice,add,37,0.185,llama3p1_8b_base
1605,percentWin,107,0.535,concatenate,splice,add,57,0.285,llama3p1_8b_base
1612,percentWin,124,0.62,concatenate,splice,add,140,0.7,llama3p1_8b_base
1698,laugh,0,0.0,concatenate,splice,add,0,0.0,llama3p1_8b_base
1738,laugh,0,0.0,concatenate,splice,append,0,0.0,llama3p1_8b_base
1739,laugh,0,0.0,concatenate,splice,add,0,0.0,llama3p1_8b_base
1741,laugh,0,0.0,concatenate,splice,add,0,0.0,llama3p1_8b_base
985,combine,22,0.11,concatenate,splice,combine,38,0.19,llama3p1_8b_base
1371,translate,0,0.0,concatenate,splice,concatenate,0,0.0,llama3p1_8b_base
1539,generateCardDeck,0,0.0,concatenate,splice,concatenate,0,0.0,llama3p1_8b_base
351,create_list,128,0.64,dictionary,dictionary,dictionary,144,0.72,llama3p1_8b_base
383,planets_mass,191,0.955,dictionary,dictionary,dictionary,189,0.945,llama3p1_8b_base
1461,generateCardDeck,0,0.0,dictionary,dictionary,dictionary,0,0.0,llama3p1_8b_base
1096,check_for_aspen,167,0.835,dictionary,dictionary,dictionary,148,0.74,llama3p1_8b_base
1097,check_for_aspen,153,0.765,dictionary,dictionary,dictionary,132,0.66,llama3p1_8b_base
1103,check_for_aspen,103,0.515,dictionary,dictionary,dictionary,112,0.56,llama3p1_8b_base
1105,check_for_aspen,188,0.94,dictionary,dictionary,dictionary,188,0.94,llama3p1_8b_base
1106,check_for_aspen,0,0.0,dictionary,dictionary,dictionary,0,0.0,llama3p1_8b_base
1107,check_for_aspen,200,1.0,dictionary,dictionary,dictionary,200,1.0,llama3p1_8b_base
1108,check_for_aspen,200,1.0,dictionary,dictionary,dictionary,200,1.0,llama3p1_8b_base
1113,check_for_aspen,200,1.0,dictionary,dictionary,dictionary,198,0.99,llama3p1_8b_base
1114,check_for_aspen,76,0.38,dictionary,dictionary,other,0,0.0,llama3p1_8b_base
1117,check_for_aspen,157,0.785,dictionary,dictionary,dictionary,180,0.9,llama3p1_8b_base
368,create_list,0,0.0,dictionary,dictionary,dictionary,0,0.0,llama3p1_8b_base
1142,sortedBooks,4,0.02,dictionary,dictionary,dictionary,14,0.07,llama3p1_8b_base
1149,sortedBooks,0,0.0,dictionary,dictionary,dictionary,0,0.0,llama3p1_8b_base
1151,sortedBooks,0,0.0,dictionary,dictionary,dictionary,0,0.0,llama3p1_8b_base
1152,sortedBooks,190,0.95,dictionary,dictionary,other,188,0.94,llama3p1_8b_base
1153,sortedBooks,0,0.0,dictionary,dictionary,dictionary,0,0.0,llama3p1_8b_base
1155,sortedBooks,57,0.285,dictionary,dictionary,dictionary,46,0.23,llama3p1_8b_base
1156,sortedBooks,0,0.0,dictionary,dictionary,dictionary,0,0.0,llama3p1_8b_base
1157,sortedBooks,0,0.0,dictionary,dictionary,dictionary,0,0.0,llama3p1_8b_base
1160,sortedBooks,0,0.0,dictionary,dictionary,dictionary,0,0.0,llama3p1_8b_base
1161,sortedBooks,0,0.0,dictionary,dictionary,dictionary,0,0.0,llama3p1_8b_base
424,planets_mass,0,0.0,dictionary,dictionary,dictionary,0,0.0,llama3p1_8b_base
1162,sortedBooks,0,0.0,dictionary,dictionary,dictionary,0,0.0,llama3p1_8b_base
1167,sortedBooks,0,0.0,dictionary,dictionary,dictionary,0,0.0,llama3p1_8b_base
1169,sortedBooks,74,0.37,dictionary,dictionary,dictionary,86,0.43,llama3p1_8b_base
1170,sortedBooks,0,0.0,dictionary,dictionary,dictionary,0,0.0,llama3p1_8b_base
1175,sortedBooks,0,0.0,dictionary,dictionary,dictionary,0,0.0,llama3p1_8b_base
1180,sortBySuccessRate,0,0.0,dictionary,dictionary,dictionary,0,0.0,llama3p1_8b_base
1181,sortBySuccessRate,0,0.0,dictionary,dictionary,dictionary,0,0.0,llama3p1_8b_base
1183,sortBySuccessRate,39,0.195,dictionary,dictionary,dictionary,44,0.22,llama3p1_8b_base
1184,sortBySuccessRate,0,0.0,dictionary,dictionary,dictionary,0,0.0,llama3p1_8b_base
1187,sortBySuccessRate,0,0.0,dictionary,dictionary,dictionary,0,0.0,llama3p1_8b_base
490,times_with,0,0.0,dictionary,dictionary,dictionary,0,0.0,llama3p1_8b_base
1190,sortBySuccessRate,200,1.0,dictionary,dictionary,dictionary,200,1.0,llama3p1_8b_base
1191,sortBySuccessRate,0,0.0,dictionary,dictionary,dictionary,0,0.0,llama3p1_8b_base
1192,sortBySuccessRate,0,0.0,dictionary,dictionary,dictionary,0,0.0,llama3p1_8b_base
1193,sortBySuccessRate,0,0.0,dictionary,dictionary,dictionary,0,0.0,llama3p1_8b_base
1195,sortBySuccessRate,0,0.0,dictionary,dictionary,dictionary,0,0.0,llama3p1_8b_base
1196,sortBySuccessRate,0,0.0,dictionary,dictionary,dictionary,0,0.0,llama3p1_8b_base
1199,sortBySuccessRate,0,0.0,dictionary,dictionary,dictionary,0,0.0,llama3p1_8b_base
1201,sortBySuccessRate,50,0.25,dictionary,dictionary,dictionary,51,0.255,llama3p1_8b_base
1202,sortBySuccessRate,0,0.0,dictionary,dictionary,dictionary,0,0.0,llama3p1_8b_base
1203,sortBySuccessRate,138,0.69,dictionary,dictionary,dictionary,136,0.68,llama3p1_8b_base
780,findHorizontals,0,0.0,dictionary,dictionary,dictionary,1,0.005,llama3p1_8b_base
1204,sortBySuccessRate,0,0.0,dictionary,dictionary,dictionary,0,0.0,llama3p1_8b_base
1206,sortBySuccessRate,4,0.02,dictionary,dictionary,dictionary,20,0.1,llama3p1_8b_base
1207,sortBySuccessRate,0,0.0,dictionary,dictionary,dictionary,0,0.0,llama3p1_8b_base
1209,sortBySuccessRate,200,1.0,dictionary,dictionary,dictionary,200,1.0,llama3p1_8b_base
1218,sortBySuccessRate,0,0.0,dictionary,dictionary,dictionary,0,0.0,llama3p1_8b_base
1219,sortBySuccessRate,0,0.0,dictionary,dictionary,dictionary,0,0.0,llama3p1_8b_base
1228,layoverTrips,0,0.0,dictionary,dictionary,dictionary,0,0.0,llama3p1_8b_base
