prompt_id,problem,n_successes_intervened,pass1_intervened,intervention_category,intervention,original_word,n_successes_original,pass1_original,model
1461,generateCardDeck,0,0.0,dictionary,map,dictionary,0,0.0,llama3p1_8b_base
1461,generateCardDeck,0,0.0,list,array,list,0,0.0,llama3p1_8b_base
1461,generateCardDeck,0,0.0,list,array_list,list,0,0.0,llama3p1_8b_base
1461,generateCardDeck,0,0.0,list,brackets,list,0,0.0,llama3p1_8b_base
1461,generateCardDeck,0,0.0,list,list,list,0,0.0,llama3p1_8b_base
1461,generateCardDeck,0,0.0,list,set,list,0,0.0,llama3p1_8b_base
1461,generateCardDeck,0,0.0,list,set_of_brackets,list,0,0.0,llama3p1_8b_base
1461,generateCardDeck,0,0.0,take,accept,input,0,0.0,llama3p1_8b_base
1461,generateCardDeck,0,0.0,take,bring_in,input,0,0.0,llama3p1_8b_base
1461,generateCardDeck,0,0.0,take,get,input,0,0.0,llama3p1_8b_base
1461,generateCardDeck,0,0.0,take,input,input,0,0.0,llama3p1_8b_base
1461,generateCardDeck,0,0.0,take,take,input,0,0.0,llama3p1_8b_base
122,convert,20,1.0,concatenate,add,add,20,1.0,llama3p1_8b_base
122,convert,20,1.0,concatenate,combine,add,20,1.0,llama3p1_8b_base
122,convert,20,1.0,concatenate,concatenate,add,20,1.0,llama3p1_8b_base
122,convert,20,1.0,concatenate,splice,add,20,1.0,llama3p1_8b_base
122,convert,19,0.95,list,array,list,20,1.0,llama3p1_8b_base
122,convert,19,0.95,list,array_list,list,20,1.0,llama3p1_8b_base
122,convert,20,1.0,list,brackets,list,20,1.0,llama3p1_8b_base
122,convert,18,0.9,list,list,list,20,1.0,llama3p1_8b_base
122,convert,20,1.0,list,set,list,20,1.0,llama3p1_8b_base
122,convert,18,0.9,list,set_of_brackets,list,20,1.0,llama3p1_8b_base
122,convert,18,0.9,loop_through,execute_a_for_loop_with,iterate_through,20,1.0,llama3p1_8b_base
122,convert,17,0.8947368421052632,loop_through,go_through,iterate_through,20,1.0,llama3p1_8b_base
122,convert,20,1.0,loop_through,iterate_through,iterate_through,20,1.0,llama3p1_8b_base
122,convert,20,1.0,loop_through,look_through,iterate_through,20,1.0,llama3p1_8b_base
122,convert,18,0.9,loop_through,loop_through,iterate_through,20,1.0,llama3p1_8b_base
122,convert,20,1.0,loop_through,run_a_for_loop_through,iterate_through,20,1.0,llama3p1_8b_base
122,convert,19,1.0,loop_through,run_through,iterate_through,20,1.0,llama3p1_8b_base
122,convert,5,0.25,return,display,return,20,1.0,llama3p1_8b_base
122,convert,20,1.0,return,output,return,20,1.0,llama3p1_8b_base
122,convert,0,0.0,return,print,return,20,1.0,llama3p1_8b_base
122,convert,19,0.95,return,produce,return,20,1.0,llama3p1_8b_base
122,convert,20,1.0,return,return,return,20,1.0,llama3p1_8b_base
122,convert,18,0.9,string,character,string,20,1.0,llama3p1_8b_base
122,convert,18,0.9,string,phrase,string,20,1.0,llama3p1_8b_base
122,convert,20,1.0,string,set_of_characters,string,20,1.0,llama3p1_8b_base
122,convert,19,0.95,string,string,string,20,1.0,llama3p1_8b_base
122,convert,20,1.0,string,word,string,20,1.0,llama3p1_8b_base
122,convert,20,1.0,take,accept,take,20,1.0,llama3p1_8b_base
122,convert,19,0.95,take,bring_in,take,20,1.0,llama3p1_8b_base
122,convert,20,1.0,take,get,take,20,1.0,llama3p1_8b_base
122,convert,19,1.0,take,input,take,20,1.0,llama3p1_8b_base
122,convert,19,0.95,take,take,take,20,1.0,llama3p1_8b_base
198,convert,0,0.0,concatenate,add,combine,0,0.0,llama3p1_8b_base
198,convert,0,0.0,concatenate,combine,combine,0,0.0,llama3p1_8b_base
198,convert,0,0.0,concatenate,concatenate,combine,0,0.0,llama3p1_8b_base
198,convert,0,0.0,concatenate,splice,combine,0,0.0,llama3p1_8b_base
198,convert,0,0.0,list,array,list,0,0.0,llama3p1_8b_base
198,convert,0,0.0,list,array_list,list,0,0.0,llama3p1_8b_base
198,convert,0,0.0,list,brackets,list,0,0.0,llama3p1_8b_base
198,convert,0,0.0,list,list,list,0,0.0,llama3p1_8b_base
198,convert,0,0.0,list,set,list,0,0.0,llama3p1_8b_base
198,convert,0,0.0,list,set_of_brackets,list,0,0.0,llama3p1_8b_base
198,convert,0,0.0,return,display,print,0,0.0,llama3p1_8b_base
198,convert,0,0.0,return,output,print,0,0.0,llama3p1_8b_base
198,convert,0,0.0,return,print,print,0,0.0,llama3p1_8b_base
198,convert,0,0.0,return,produce,print,0,0.0,llama3p1_8b_base
198,convert,0,0.0,return,return,print,0,0.0,llama3p1_8b_base
198,convert,0,0.0,string,character,string,0,0.0,llama3p1_8b_base
198,convert,0,0.0,string,phrase,string,0,0.0,llama3p1_8b_base
198,convert,0,0.0,string,set_of_characters,string,0,0.0,llama3p1_8b_base
198,convert,0,0.0,string,string,string,0,0.0,llama3p1_8b_base
198,convert,0,0.0,string,word,string,0,0.0,llama3p1_8b_base
201,convert,20,1.0,concatenate,add,combine,19,1.0,llama3p1_8b_base
201,convert,19,1.0,concatenate,combine,combine,19,1.0,llama3p1_8b_base
201,convert,20,1.0,concatenate,concatenate,combine,19,1.0,llama3p1_8b_base
201,convert,19,1.0,concatenate,splice,combine,19,1.0,llama3p1_8b_base
201,convert,20,1.0,insert,add,insert,19,1.0,llama3p1_8b_base
201,convert,20,1.0,insert,append,insert,19,1.0,llama3p1_8b_base
201,convert,20,1.0,insert,attach,insert,19,1.0,llama3p1_8b_base
201,convert,19,1.0,insert,insert,insert,19,1.0,llama3p1_8b_base
201,convert,19,1.0,list,array,list,19,1.0,llama3p1_8b_base
201,convert,20,1.0,list,array_list,list,19,1.0,llama3p1_8b_base
201,convert,20,1.0,list,brackets,list,19,1.0,llama3p1_8b_base
201,convert,20,1.0,list,list,list,19,1.0,llama3p1_8b_base
201,convert,0,0.0,list,set,list,19,1.0,llama3p1_8b_base
201,convert,9,0.45,list,set_of_brackets,list,19,1.0,llama3p1_8b_base
201,convert,20,1.0,return,display,return,19,1.0,llama3p1_8b_base
201,convert,20,1.0,return,output,return,19,1.0,llama3p1_8b_base
201,convert,18,0.9,return,print,return,19,1.0,llama3p1_8b_base
201,convert,20,1.0,return,produce,return,19,1.0,llama3p1_8b_base
201,convert,20,1.0,return,return,return,19,1.0,llama3p1_8b_base
201,convert,20,1.0,string,character,string,19,1.0,llama3p1_8b_base
201,convert,20,1.0,string,phrase,string,19,1.0,llama3p1_8b_base
201,convert,20,1.0,string,set_of_characters,string,19,1.0,llama3p1_8b_base
201,convert,20,1.0,string,string,string,19,1.0,llama3p1_8b_base
201,convert,20,1.0,string,word,string,19,1.0,llama3p1_8b_base
203,convert,20,1.0,concatenate,add,add,20,1.0,llama3p1_8b_base
203,convert,19,1.0,concatenate,combine,add,20,1.0,llama3p1_8b_base
203,convert,20,1.0,concatenate,concatenate,add,20,1.0,llama3p1_8b_base
203,convert,19,1.0,concatenate,splice,add,20,1.0,llama3p1_8b_base
203,convert,20,1.0,list,array,list,20,1.0,llama3p1_8b_base
203,convert,20,1.0,list,array_list,list,20,1.0,llama3p1_8b_base
203,convert,20,1.0,list,brackets,list,20,1.0,llama3p1_8b_base
203,convert,20,1.0,list,list,list,20,1.0,llama3p1_8b_base
203,convert,20,1.0,list,set,list,20,1.0,llama3p1_8b_base
203,convert,20,1.0,list,set_of_brackets,list,20,1.0,llama3p1_8b_base
203,convert,5,0.25,string,character,string,20,1.0,llama3p1_8b_base
203,convert,20,1.0,string,phrase,string,20,1.0,llama3p1_8b_base
203,convert,0,0.0,string,set_of_characters,string,20,1.0,llama3p1_8b_base
203,convert,19,1.0,string,string,string,20,1.0,llama3p1_8b_base
203,convert,19,0.95,string,word,string,20,1.0,llama3p1_8b_base
205,convert,19,1.0,concatenate,add,add,20,1.0,llama3p1_8b_base
205,convert,20,1.0,concatenate,combine,add,20,1.0,llama3p1_8b_base
205,convert,19,1.0,concatenate,concatenate,add,20,1.0,llama3p1_8b_base
205,convert,20,1.0,concatenate,splice,add,20,1.0,llama3p1_8b_base
205,convert,20,1.0,list,array,list,20,1.0,llama3p1_8b_base
205,convert,20,1.0,list,array_list,list,20,1.0,llama3p1_8b_base
205,convert,20,1.0,list,brackets,list,20,1.0,llama3p1_8b_base
205,convert,20,1.0,list,list,list,20,1.0,llama3p1_8b_base
205,convert,0,0.0,list,set,list,20,1.0,llama3p1_8b_base
205,convert,20,1.0,list,set_of_brackets,list,20,1.0,llama3p1_8b_base
205,convert,20,1.0,return,display,return,20,1.0,llama3p1_8b_base
205,convert,20,1.0,return,output,return,20,1.0,llama3p1_8b_base
205,convert,1,0.05,return,print,return,20,1.0,llama3p1_8b_base
205,convert,20,1.0,return,produce,return,20,1.0,llama3p1_8b_base
205,convert,19,1.0,return,return,return,20,1.0,llama3p1_8b_base
205,convert,20,1.0,string,character,string,20,1.0,llama3p1_8b_base
205,convert,20,1.0,string,phrase,string,20,1.0,llama3p1_8b_base
205,convert,0,0.0,string,set_of_characters,string,20,1.0,llama3p1_8b_base
205,convert,20,1.0,string,string,string,20,1.0,llama3p1_8b_base
205,convert,20,1.0,string,word,string,20,1.0,llama3p1_8b_base
237,add_int,20,1.0,concatenate,add,concatenate,13,1.0,llama3p1_8b_base
237,add_int,16,0.8,concatenate,combine,concatenate,13,1.0,llama3p1_8b_base
237,add_int,15,1.0,concatenate,concatenate,concatenate,13,1.0,llama3p1_8b_base
237,add_int,20,1.0,concatenate,splice,concatenate,13,1.0,llama3p1_8b_base
237,add_int,18,1.0,integer,int,integer,13,1.0,llama3p1_8b_base
237,add_int,12,1.0,integer,integer,integer,13,1.0,llama3p1_8b_base
237,add_int,17,0.85,integer,whole_number,integer,13,1.0,llama3p1_8b_base
237,add_int,17,1.0,list,array,list,13,1.0,llama3p1_8b_base
237,add_int,18,1.0,list,array_list,list,13,1.0,llama3p1_8b_base
237,add_int,18,0.9,list,brackets,list,13,1.0,llama3p1_8b_base
237,add_int,18,1.0,list,list,list,13,1.0,llama3p1_8b_base
237,add_int,19,0.95,list,set,list,13,1.0,llama3p1_8b_base
237,add_int,19,0.95,list,set_of_brackets,list,13,1.0,llama3p1_8b_base
237,add_int,18,0.9473684210526315,string,character,string,13,1.0,llama3p1_8b_base
237,add_int,18,1.0,string,phrase,string,13,1.0,llama3p1_8b_base
237,add_int,19,1.0,string,set_of_characters,string,13,1.0,llama3p1_8b_base
237,add_int,17,1.0,string,string,string,13,1.0,llama3p1_8b_base
237,add_int,20,1.0,string,word,string,13,1.0,llama3p1_8b_base
237,add_int,18,1.0,take,accept,take,13,1.0,llama3p1_8b_base
237,add_int,19,1.0,take,bring_in,take,13,1.0,llama3p1_8b_base
237,add_int,17,1.0,take,get,take,13,1.0,llama3p1_8b_base
237,add_int,15,0.9375,take,input,take,13,1.0,llama3p1_8b_base
237,add_int,19,1.0,take,take,take,13,1.0,llama3p1_8b_base
238,add_int,6,0.3,concatenate,add,append,7,0.35,llama3p1_8b_base
238,add_int,1,0.05,concatenate,combine,append,7,0.35,llama3p1_8b_base
238,add_int,1,0.05263157894736842,concatenate,concatenate,append,7,0.35,llama3p1_8b_base
238,add_int,2,0.1,concatenate,splice,append,7,0.35,llama3p1_8b_base
238,add_int,11,0.6470588235294118,list,array,list,7,0.35,llama3p1_8b_base
238,add_int,4,0.2222222222222222,list,array_list,list,7,0.35,llama3p1_8b_base
238,add_int,13,0.65,list,brackets,list,7,0.35,llama3p1_8b_base
238,add_int,3,0.15,list,list,list,7,0.35,llama3p1_8b_base
238,add_int,19,0.95,list,set,list,7,0.35,llama3p1_8b_base
238,add_int,7,0.35,list,set_of_brackets,list,7,0.35,llama3p1_8b_base
238,add_int,1,0.05555555555555555,parameter,argument,input,7,0.35,llama3p1_8b_base
238,add_int,6,0.3,parameter,input,input,7,0.35,llama3p1_8b_base
238,add_int,8,0.5,parameter,parameter,input,7,0.35,llama3p1_8b_base
238,add_int,12,0.6,parameter,value_provided,input,7,0.35,llama3p1_8b_base
238,add_int,12,0.6,skip,avoid,ignore,7,0.35,llama3p1_8b_base
238,add_int,4,0.2,skip,ignore,ignore,7,0.35,llama3p1_8b_base
238,add_int,8,0.4444444444444444,skip,neglect,ignore,7,0.35,llama3p1_8b_base
238,add_int,0,0.0,skip,remove,ignore,7,0.35,llama3p1_8b_base
238,add_int,3,0.15789473684210525,skip,skip,ignore,7,0.35,llama3p1_8b_base
238,add_int,3,0.15,string,character,string,7,0.35,llama3p1_8b_base
238,add_int,0,0.0,string,phrase,string,7,0.35,llama3p1_8b_base
238,add_int,4,0.2,string,set_of_characters,string,7,0.35,llama3p1_8b_base
238,add_int,7,0.3684210526315789,string,string,string,7,0.35,llama3p1_8b_base
238,add_int,2,0.1111111111111111,string,word,string,7,0.35,llama3p1_8b_base
239,add_int,0,0.0,concatenate,add,concatenate,17,0.85,llama3p1_8b_base
239,add_int,18,1.0,concatenate,combine,concatenate,17,0.85,llama3p1_8b_base
239,add_int,12,0.631578947368421,concatenate,concatenate,concatenate,17,0.85,llama3p1_8b_base
239,add_int,0,0.0,concatenate,splice,concatenate,17,0.85,llama3p1_8b_base
239,add_int,13,0.7647058823529411,list,array,list,17,0.85,llama3p1_8b_base
239,add_int,18,1.0,list,array_list,list,17,0.85,llama3p1_8b_base
239,add_int,16,0.8888888888888888,list,brackets,list,17,0.85,llama3p1_8b_base
239,add_int,12,0.6666666666666666,list,list,list,17,0.85,llama3p1_8b_base
239,add_int,16,1.0,list,set,list,17,0.85,llama3p1_8b_base
239,add_int,18,0.9473684210526315,list,set_of_brackets,list,17,0.85,llama3p1_8b_base
239,add_int,14,0.875,loop_through,execute_a_for_loop_with,go_through,17,0.85,llama3p1_8b_base
239,add_int,11,0.6875,loop_through,go_through,go_through,17,0.85,llama3p1_8b_base
239,add_int,13,0.65,loop_through,iterate_through,go_through,17,0.85,llama3p1_8b_base
239,add_int,11,0.8461538461538461,loop_through,look_through,go_through,17,0.85,llama3p1_8b_base
239,add_int,12,0.631578947368421,loop_through,loop_through,go_through,17,0.85,llama3p1_8b_base
239,add_int,6,0.3,loop_through,run_a_for_loop_through,go_through,17,0.85,llama3p1_8b_base
239,add_int,11,0.6470588235294118,loop_through,run_through,go_through,17,0.85,llama3p1_8b_base
239,add_int,14,0.7368421052631579,string,character,string,17,0.85,llama3p1_8b_base
239,add_int,18,1.0,string,phrase,string,17,0.85,llama3p1_8b_base
239,add_int,20,1.0,string,set_of_characters,string,17,0.85,llama3p1_8b_base
239,add_int,11,0.5789473684210527,string,string,string,17,0.85,llama3p1_8b_base
239,add_int,16,0.8421052631578947,string,word,string,17,0.85,llama3p1_8b_base
240,add_int,19,1.0,concatenate,add,concatenate,13,1.0,llama3p1_8b_base
240,add_int,18,1.0,concatenate,combine,concatenate,13,1.0,llama3p1_8b_base
240,add_int,16,1.0,concatenate,concatenate,concatenate,13,1.0,llama3p1_8b_base
240,add_int,12,1.0,concatenate,splice,concatenate,13,1.0,llama3p1_8b_base
240,add_int,11,1.0,list,array,list,13,1.0,llama3p1_8b_base
240,add_int,18,1.0,list,array_list,list,13,1.0,llama3p1_8b_base
240,add_int,18,1.0,list,brackets,list,13,1.0,llama3p1_8b_base
240,add_int,11,1.0,list,list,list,13,1.0,llama3p1_8b_base
240,add_int,15,1.0,list,set,list,13,1.0,llama3p1_8b_base
240,add_int,19,1.0,list,set_of_brackets,list,13,1.0,llama3p1_8b_base
240,add_int,17,1.0,loop_through,execute_a_for_loop_with,go_through,13,1.0,llama3p1_8b_base
240,add_int,15,1.0,loop_through,go_through,go_through,13,1.0,llama3p1_8b_base
240,add_int,17,1.0,loop_through,iterate_through,go_through,13,1.0,llama3p1_8b_base
240,add_int,15,1.0,loop_through,look_through,go_through,13,1.0,llama3p1_8b_base
240,add_int,18,1.0,loop_through,loop_through,go_through,13,1.0,llama3p1_8b_base
240,add_int,19,1.0,loop_through,run_a_for_loop_through,go_through,13,1.0,llama3p1_8b_base
240,add_int,17,1.0,loop_through,run_through,go_through,13,1.0,llama3p1_8b_base
240,add_int,18,1.0,string,character,string,13,1.0,llama3p1_8b_base
240,add_int,18,1.0,string,phrase,string,13,1.0,llama3p1_8b_base
240,add_int,18,1.0,string,set_of_characters,string,13,1.0,llama3p1_8b_base
240,add_int,16,1.0,string,string,string,13,1.0,llama3p1_8b_base
240,add_int,20,1.0,string,word,string,13,1.0,llama3p1_8b_base
241,add_int,10,0.7142857142857143,concatenate,add,append,12,1.0,llama3p1_8b_base
241,add_int,11,1.0,concatenate,combine,append,12,1.0,llama3p1_8b_base
241,add_int,12,1.0,concatenate,concatenate,append,12,1.0,llama3p1_8b_base
241,add_int,15,1.0,concatenate,splice,append,12,1.0,llama3p1_8b_base
241,add_int,9,1.0,integer,int,integer,12,1.0,llama3p1_8b_base
241,add_int,11,1.0,integer,integer,integer,12,1.0,llama3p1_8b_base
241,add_int,13,1.0,integer,whole_number,integer,12,1.0,llama3p1_8b_base
241,add_int,0,0.0,return,display,return,12,1.0,llama3p1_8b_base
241,add_int,9,1.0,return,output,return,12,1.0,llama3p1_8b_base
241,add_int,0,0.0,return,print,return,12,1.0,llama3p1_8b_base
241,add_int,15,1.0,return,produce,return,12,1.0,llama3p1_8b_base
241,add_int,13,1.0,return,return,return,12,1.0,llama3p1_8b_base
241,add_int,11,0.6875,string,character,string,12,1.0,llama3p1_8b_base
241,add_int,16,1.0,string,phrase,string,12,1.0,llama3p1_8b_base
241,add_int,0,0.0,string,set_of_characters,string,12,1.0,llama3p1_8b_base
241,add_int,11,1.0,string,string,string,12,1.0,llama3p1_8b_base
241,add_int,15,1.0,string,word,string,12,1.0,llama3p1_8b_base
1583,percentWin,0,0.0,concatenate,add,concatenate,0,0.0,llama3p1_8b_base
1583,percentWin,0,0.0,concatenate,combine,concatenate,0,0.0,llama3p1_8b_base
1583,percentWin,0,0.0,concatenate,concatenate,concatenate,0,0.0,llama3p1_8b_base
1583,percentWin,0,0.0,concatenate,splice,concatenate,0,0.0,llama3p1_8b_base
1583,percentWin,0,0.0,list,array,list,0,0.0,llama3p1_8b_base
1583,percentWin,0,0.0,list,array_list,list,0,0.0,llama3p1_8b_base
1583,percentWin,0,0.0,list,brackets,list,0,0.0,llama3p1_8b_base
1583,percentWin,0,0.0,list,list,list,0,0.0,llama3p1_8b_base
1583,percentWin,0,0.0,list,set,list,0,0.0,llama3p1_8b_base
1583,percentWin,0,0.0,list,set_of_brackets,list,0,0.0,llama3p1_8b_base
1583,percentWin,0,0.0,return,display,return,0,0.0,llama3p1_8b_base
1583,percentWin,0,0.0,return,output,return,0,0.0,llama3p1_8b_base
1583,percentWin,0,0.0,return,print,return,0,0.0,llama3p1_8b_base
1583,percentWin,0,0.0,return,produce,return,0,0.0,llama3p1_8b_base
1583,percentWin,0,0.0,return,return,return,0,0.0,llama3p1_8b_base
1583,percentWin,0,0.0,string,character,string,0,0.0,llama3p1_8b_base
1583,percentWin,0,0.0,string,phrase,string,0,0.0,llama3p1_8b_base
1583,percentWin,0,0.0,string,set_of_characters,string,0,0.0,llama3p1_8b_base
1583,percentWin,0,0.0,string,string,string,0,0.0,llama3p1_8b_base
1583,percentWin,0,0.0,string,word,string,0,0.0,llama3p1_8b_base
1583,percentWin,0,0.0,take,accept,takes in,0,0.0,llama3p1_8b_base
1583,percentWin,0,0.0,take,bring_in,takes in,0,0.0,llama3p1_8b_base
1583,percentWin,0,0.0,take,get,takes in,0,0.0,llama3p1_8b_base
1583,percentWin,0,0.0,take,input,takes in,0,0.0,llama3p1_8b_base
1583,percentWin,0,0.0,take,take,takes in,0,0.0,llama3p1_8b_base
244,add_int,1,0.05,concatenate,add,append,0,0.0,llama3p1_8b_base
244,add_int,0,0.0,concatenate,combine,append,0,0.0,llama3p1_8b_base
244,add_int,0,0.0,concatenate,concatenate,append,0,0.0,llama3p1_8b_base
244,add_int,0,0.0,concatenate,splice,append,0,0.0,llama3p1_8b_base
244,add_int,0,0.0,insert,add,add,0,0.0,llama3p1_8b_base
244,add_int,0,0.0,insert,append,add,0,0.0,llama3p1_8b_base
244,add_int,0,0.0,insert,attach,add,0,0.0,llama3p1_8b_base
244,add_int,0,0.0,insert,insert,add,0,0.0,llama3p1_8b_base
244,add_int,0,0.0,integer,int,integer,0,0.0,llama3p1_8b_base
244,add_int,0,0.0,integer,integer,integer,0,0.0,llama3p1_8b_base
244,add_int,0,0.0,integer,whole_number,integer,0,0.0,llama3p1_8b_base
244,add_int,0,0.0,list,array,list,0,0.0,llama3p1_8b_base
244,add_int,0,0.0,list,array_list,list,0,0.0,llama3p1_8b_base
244,add_int,0,0.0,list,brackets,list,0,0.0,llama3p1_8b_base
244,add_int,0,0.0,list,list,list,0,0.0,llama3p1_8b_base
244,add_int,16,1.0,list,set,list,0,0.0,llama3p1_8b_base
244,add_int,14,0.7,list,set_of_brackets,list,0,0.0,llama3p1_8b_base
244,add_int,0,0.0,return,display,return,0,0.0,llama3p1_8b_base
244,add_int,0,0.0,return,output,return,0,0.0,llama3p1_8b_base
244,add_int,0,0.0,return,print,return,0,0.0,llama3p1_8b_base
244,add_int,0,0.0,return,produce,return,0,0.0,llama3p1_8b_base
244,add_int,0,0.0,return,return,return,0,0.0,llama3p1_8b_base
244,add_int,0,0.0,string,character,string,0,0.0,llama3p1_8b_base
244,add_int,0,0.0,string,phrase,string,0,0.0,llama3p1_8b_base
244,add_int,0,0.0,string,set_of_characters,string,0,0.0,llama3p1_8b_base
244,add_int,0,0.0,string,string,string,0,0.0,llama3p1_8b_base
244,add_int,4,0.2,string,word,string,0,0.0,llama3p1_8b_base
245,add_int,17,1.0,concatenate,add,concatenate,9,1.0,llama3p1_8b_base
245,add_int,10,1.0,concatenate,combine,concatenate,9,1.0,llama3p1_8b_base
245,add_int,10,1.0,concatenate,concatenate,concatenate,9,1.0,llama3p1_8b_base
245,add_int,14,1.0,concatenate,splice,concatenate,9,1.0,llama3p1_8b_base
245,add_int,10,1.0,list,array,list,9,1.0,llama3p1_8b_base
245,add_int,12,1.0,list,array_list,list,9,1.0,llama3p1_8b_base
245,add_int,14,0.9333333333333333,list,brackets,list,9,1.0,llama3p1_8b_base
245,add_int,9,1.0,list,list,list,9,1.0,llama3p1_8b_base
245,add_int,2,0.18181818181818182,list,set,list,9,1.0,llama3p1_8b_base
245,add_int,17,0.85,list,set_of_brackets,list,9,1.0,llama3p1_8b_base
245,add_int,8,1.0,return,display,return,9,1.0,llama3p1_8b_base
245,add_int,10,1.0,return,output,return,9,1.0,llama3p1_8b_base
245,add_int,7,0.7,return,print,return,9,1.0,llama3p1_8b_base
245,add_int,6,1.0,return,produce,return,9,1.0,llama3p1_8b_base
245,add_int,10,1.0,return,return,return,9,1.0,llama3p1_8b_base
245,add_int,9,0.47368421052631576,string,character,string,9,1.0,llama3p1_8b_base
245,add_int,7,0.3684210526315789,string,phrase,string,9,1.0,llama3p1_8b_base
245,add_int,16,1.0,string,set_of_characters,string,9,1.0,llama3p1_8b_base
245,add_int,5,1.0,string,string,string,9,1.0,llama3p1_8b_base
245,add_int,17,1.0,string,word,string,9,1.0,llama3p1_8b_base
246,add_int,20,1.0,concatenate,add,concatenate,14,1.0,llama3p1_8b_base
246,add_int,14,1.0,concatenate,combine,concatenate,14,1.0,llama3p1_8b_base
246,add_int,11,1.0,concatenate,concatenate,concatenate,14,1.0,llama3p1_8b_base
246,add_int,20,1.0,concatenate,splice,concatenate,14,1.0,llama3p1_8b_base
246,add_int,12,1.0,insert,add,add,14,1.0,llama3p1_8b_base
246,add_int,14,1.0,insert,append,add,14,1.0,llama3p1_8b_base
246,add_int,13,1.0,insert,attach,add,14,1.0,llama3p1_8b_base
246,add_int,17,1.0,insert,insert,add,14,1.0,llama3p1_8b_base
246,add_int,10,1.0,list,array,list,14,1.0,llama3p1_8b_base
246,add_int,13,1.0,list,array_list,list,14,1.0,llama3p1_8b_base
246,add_int,12,1.0,list,brackets,list,14,1.0,llama3p1_8b_base
246,add_int,10,1.0,list,list,list,14,1.0,llama3p1_8b_base
246,add_int,0,0.0,list,set,list,14,1.0,llama3p1_8b_base
246,add_int,18,1.0,list,set_of_brackets,list,14,1.0,llama3p1_8b_base
246,add_int,14,1.0,return,display,return,14,1.0,llama3p1_8b_base
246,add_int,16,1.0,return,output,return,14,1.0,llama3p1_8b_base
246,add_int,10,0.625,return,print,return,14,1.0,llama3p1_8b_base
246,add_int,11,1.0,return,produce,return,14,1.0,llama3p1_8b_base
246,add_int,15,1.0,return,return,return,14,1.0,llama3p1_8b_base
246,add_int,0,0.0,string,character,string,14,1.0,llama3p1_8b_base
246,add_int,1,0.05,string,phrase,string,14,1.0,llama3p1_8b_base
246,add_int,19,1.0,string,set_of_characters,string,14,1.0,llama3p1_8b_base
246,add_int,16,1.0,string,string,string,14,1.0,llama3p1_8b_base
246,add_int,20,1.0,string,word,string,14,1.0,llama3p1_8b_base
247,add_int,18,1.0,concatenate,add,append,17,1.0,llama3p1_8b_base
247,add_int,16,1.0,concatenate,combine,append,17,1.0,llama3p1_8b_base
247,add_int,15,1.0,concatenate,concatenate,append,17,1.0,llama3p1_8b_base
247,add_int,11,1.0,concatenate,splice,append,17,1.0,llama3p1_8b_base
247,add_int,15,1.0,insert,add,add,17,1.0,llama3p1_8b_base
247,add_int,16,1.0,insert,append,add,17,1.0,llama3p1_8b_base
247,add_int,20,1.0,insert,attach,add,17,1.0,llama3p1_8b_base
247,add_int,17,1.0,insert,insert,add,17,1.0,llama3p1_8b_base
247,add_int,19,1.0,list,array,list,17,1.0,llama3p1_8b_base
