,problem,success_clues,username,state,clues,has_final_rewrite,has_final_trivial,has_final_l,has_final_m,has_all_clues,has_leq_half_clues,is_missing_clues,is_success,is_fail
97,readingIceCream,"[1, 2, 3, 4, 5, 6, 7]",student32,success,"[2, 3, 4, 6, 7]",True,True,False,False,False,False,True,True,False
98,readingIceCream,"[1, 2, 3, 4, 5, 6, 7]",student34,fail,"[3, 4, 5, 6]",True,False,True,False,False,False,True,False,True
99,readingIceCream,"[1, 2, 3, 4, 5, 6, 7]",student49,fail,"[1, 2, 4, 5, 6]",True,False,False,True,False,False,True,False,True
100,readingIceCream,"[1, 2, 3, 4, 5, 6, 7]",student62,success,"[2, 3, 5, 6, 7]",False,False,False,False,False,False,True,True,False
101,readingIceCream,"[1, 2, 3, 4, 5, 6, 7]",student66,success,"[2, 4, 5, 6, 7]",False,False,False,False,False,False,True,True,False
102,readingIceCream,"[1, 2, 3, 4, 5, 6, 7]",student67,fail,[7],True,True,False,False,False,True,True,False,True
103,readingIceCream,"[1, 2, 3, 4, 5, 6, 7]",student68,success,"[1, 2, 3, 4, 5, 6, 7]",False,False,False,False,True,False,False,True,False
104,readingIceCream,"[1, 2, 3, 4, 5, 6, 7]",student70,success,"[1, 2, 3, 4, 5, 6, 7]",True,False,False,True,True,False,False,True,False
105,readingIceCream,"[1, 2, 3, 4, 5, 6, 7]",student78,fail,"[1, 2, 4, 5, 6, 7]",False,False,False,False,False,False,True,False,True
106,set_chars,"[1, 2, 3, 4, 5]",student19,fail,"[1, 2, 3, 5, 4]",False,False,False,False,True,False,False,False,True
107,set_chars,"[1, 2, 3, 4, 5]",student20,fail,"[2, 3, 5]",False,False,False,False,False,False,True,False,True
108,set_chars,"[1, 2, 3, 4, 5]",student36,fail,"[2, 3, 5]",True,False,False,True,False,False,True,False,True
109,set_chars,"[1, 2, 3, 4, 5]",student38,fail,[2],True,True,False,False,False,True,True,False,True
110,set_chars,"[1, 2, 3, 4, 5]",student42,fail,"[1, 2, 3, 4, 5]",False,False,False,False,True,False,False,False,True
111,set_chars,"[1, 2, 3, 4, 5]",student43,fail,"[2, 3, 4]",True,False,False,True,False,False,True,False,True
112,set_chars,"[1, 2, 3, 4, 5]",student57,fail,"[1, 2, 3, 4, 5]",False,False,False,False,True,False,False,False,True
113,set_chars,"[1, 2, 3, 4, 5]",student77,fail,"[1, 2, 3, 5, 4]",False,False,False,False,True,False,False,False,True
114,find_multiples,"[1, 2]",student2,fail,[],True,True,False,False,False,True,True,False,True
115,find_multiples,"[1, 2]",student5,fail,[2],False,False,False,False,False,True,True,False,True
116,find_multiples,"[1, 2]",student11,fail,[],True,True,False,False,False,True,True,False,True
117,find_multiples,"[1, 2]",student13,fail,"[1, 2]",False,False,False,False,True,False,False,False,True
118,find_multiples,"[1, 2]",student16,fail,[2],True,True,False,False,False,True,True,False,True
119,find_multiples,"[1, 2]",student22,fail,[2],True,True,False,False,False,True,True,False,True
120,find_multiples,"[1, 2]",student61,fail,"[1, 2]",False,False,False,False,True,False,False,False,True
121,find_multiples,"[1, 2]",student72,fail,"[1, 2]",False,False,False,False,True,False,False,False,True
122,find_multiples,"[1, 2]",student74,fail,[2],False,False,False,False,False,True,True,False,True
123,print_time,"[1, 2, 3, 4, 5]",student12,fail,"[2, 3, 4, 5, 1]",False,False,False,False,True,False,False,False,True
124,print_time,"[1, 2, 3, 4, 5]",student36,fail,"[2, 3, 4, 5, 1]",True,False,False,True,True,False,False,False,True
125,print_time,"[1, 2, 3, 4, 5]",student38,fail,"[2, 3, 4, 5, 1]",True,False,False,True,True,False,False,False,True
126,print_time,"[1, 2, 3, 4, 5]",student42,fail,"[2, 3, 4, 5, 1]",True,False,False,True,True,False,False,False,True
127,print_time,"[1, 2, 3, 4, 5]",student43,fail,"[2, 3, 4, 5, 1]",True,True,False,False,True,False,False,False,True
128,print_time,"[1, 2, 3, 4, 5]",student54,fail,"[2, 3, 4, 5, 1]",True,True,False,False,True,False,False,False,True
129,remove_odd,"[1, 2, 3, 4]",student0,success,"[1, 2, 3, 4]",True,False,False,True,True,False,False,True,False
130,remove_odd,"[1, 2, 3, 4]",student3,fail,"[2, 3]",False,False,False,False,False,True,True,False,True
131,remove_odd,"[1, 2, 3, 4]",student4,success,"[2, 3, 4]",True,True,False,False,False,False,True,True,False
132,remove_odd,"[1, 2, 3, 4]",student10,fail,"[2, 3, 4]",True,False,True,False,False,False,True,False,True
133,remove_odd,"[1, 2, 3, 4]",student17,fail,"[1, 2]",False,False,False,False,False,True,True,False,True
134,remove_odd,"[1, 2, 3, 4]",student18,success,"[2, 3, 1, 4]",True,True,False,False,True,False,False,True,False
135,remove_odd,"[1, 2, 3, 4]",student21,success,"[2, 3]",True,True,False,False,False,True,True,True,False
136,remove_odd,"[1, 2, 3, 4]",student25,success,"[1, 2, 3, 4]",True,True,False,False,True,False,False,True,False
137,remove_odd,"[1, 2, 3, 4]",student26,fail,[2],True,False,False,True,False,True,True,False,True
138,remove_odd,"[1, 2, 3, 4]",student41,success,"[1, 2, 3, 4]",True,False,False,True,True,False,False,True,False
139,remove_odd,"[1, 2, 3, 4]",student48,fail,"[2, 3]",False,False,False,False,False,True,True,False,True
140,remove_odd,"[1, 2, 3, 4]",student51,success,"[2, 3, 4]",True,False,False,True,False,False,True,True,False
141,subtract_add,"[1, 2, 3, 4, 5]",student68,success,"[1, 2, 3, 4, 5]",True,True,False,False,True,False,False,True,False
142,subtract_add,"[1, 2, 3, 4, 5]",student27,success,"[1, 2, 3, 4, 5]",False,False,False,False,True,False,False,True,False
143,subtract_add,"[1, 2, 3, 4, 5]",student29,success,"[1, 2, 3, 4, 5]",True,True,False,False,True,False,False,True,False
144,subtract_add,"[1, 2, 3, 4, 5]",student32,fail,"[1, 2, 5]",True,True,False,False,False,False,True,False,True
145,subtract_add,"[1, 2, 3, 4, 5]",student49,success,"[1, 2, 3, 4, 5]",False,False,False,False,True,False,False,True,False
146,subtract_add,"[1, 2, 3, 4, 5]",student62,success,"[2, 3, 4, 5]",True,True,False,False,False,False,True,True,False
147,subtract_add,"[1, 2, 3, 4, 5]",student66,success,"[1, 2, 3, 4, 5]",True,True,False,False,True,False,False,True,False
148,subtract_add,"[1, 2, 3, 4, 5]",student67,fail,"[2, 3, 4, 5]",False,False,False,False,False,False,True,False,True
149,findHorizontals,"[1, 2, 3, 4, 5, 6]",student27,fail,"[1, 2, 3, 4, 5]",True,True,False,False,False,False,True,False,True
150,findHorizontals,"[1, 2, 3, 4, 5, 6]",student32,fail,"[2, 3, 4, 5]",True,True,False,False,False,False,True,False,True
151,findHorizontals,"[1, 2, 3, 4, 5, 6]",student49,fail,"[1, 2, 3, 4, 5]",True,False,False,True,False,False,True,False,True
152,findHorizontals,"[1, 2, 3, 4, 5, 6]",student62,fail,"[2, 3, 4]",True,False,False,True,False,True,True,False,True
153,findHorizontals,"[1, 2, 3, 4, 5, 6]",student66,fail,"[2, 3, 4, 5]",False,False,False,False,False,False,True,False,True
154,findHorizontals,"[1, 2, 3, 4, 5, 6]",student67,fail,[],True,True,False,False,False,True,True,False,True
155,findHorizontals,"[1, 2, 3, 4, 5, 6]",student70,fail,"[2, 3, 4, 5]",True,True,False,False,False,False,True,False,True
156,findHorizontals,"[1, 2, 3, 4, 5, 6]",student78,fail,"[1, 2, 3, 4, 5]",True,True,False,False,False,False,True,False,True
157,altText,"[1, 2, 3, 4]",student23,success,"[1, 2, 3, 4]",False,False,False,False,True,False,False,True,False
158,altText,"[1, 2, 3, 4]",student35,success,"[1, 2, 3, 4]",True,False,False,True,True,False,False,True,False
159,altText,"[1, 2, 3, 4]",student44,fail,"[1, 2, 4]",True,True,False,False,False,False,True,False,True
160,altText,"[1, 2, 3, 4]",student59,fail,"[1, 3]",True,True,False,False,False,True,True,False,True
161,altText,"[1, 2, 3, 4]",student63,success,"[1, 2, 3, 4]",True,True,False,False,True,False,False,True,False
162,altText,"[1, 2, 3, 4]",student75,success,"[1, 2, 3]",True,False,False,True,False,False,True,True,False
163,combine,"[1, 2, 3]",student19,fail,"[1, 2, 3]",True,False,False,True,True,False,False,False,True
164,combine,"[1, 2, 3]",student20,fail,"[1, 2]",False,False,False,False,False,False,True,False,True
165,combine,"[1, 2, 3]",student42,fail,"[1, 2, 3]",True,False,False,True,True,False,False,False,True
166,combine,"[1, 2, 3]",student43,fail,"[2, 3]",True,False,True,False,False,False,True,False,True
167,combine,"[1, 2, 3]",student54,fail,"[1, 2]",False,False,False,False,False,False,True,False,True
168,topScores,"[1, 2, 3, 4, 5, 6]",student7,fail,"[1, 3, 4]",True,True,False,False,False,True,True,False,True
169,topScores,"[1, 2, 3, 4, 5, 6]",student9,fail,[4],True,True,False,False,False,True,True,False,True
170,topScores,"[1, 2, 3, 4, 5, 6]",student14,fail,[2],True,True,False,False,False,True,True,False,True
171,topScores,"[1, 2, 3, 4, 5, 6]",student15,fail,"[1, 2, 3, 4]",True,False,False,True,False,False,True,False,True
172,topScores,"[1, 2, 3, 4, 5, 6]",student24,fail,"[1, 2, 3]",False,False,False,False,False,True,True,False,True
173,topScores,"[1, 2, 3, 4, 5, 6]",student31,success,"[1, 2, 3, 4, 5, 6]",False,False,False,False,True,False,False,True,False
174,topScores,"[1, 2, 3, 4, 5, 6]",student39,fail,"[1, 2, 3]",False,False,False,False,False,True,True,False,True
175,topScores,"[1, 2, 3, 4, 5, 6]",student53,success,"[1, 2, 3, 4, 5, 6]",True,False,True,False,True,False,False,True,False
176,topScores,"[1, 2, 3, 4, 5, 6]",student55,success,"[1, 2, 3, 4, 5, 6]",False,False,False,False,True,False,False,True,False
177,topScores,"[1, 2, 3, 4, 5, 6]",student65,fail,"[1, 2, 3, 4]",True,False,False,True,False,False,True,False,True
178,sort_physicists,"[1, 2, 3, 4, 5, 6]",student12,success,"[1, 3, 4, 5, 6]",True,False,False,True,False,False,True,True,False
179,sort_physicists,"[1, 2, 3, 4, 5, 6]",student20,fail,"[1, 2, 4, 6]",False,False,False,False,False,False,True,False,True
180,sort_physicists,"[1, 2, 3, 4, 5, 6]",student36,success,"[1, 2, 3, 4, 5, 6]",True,False,False,True,True,False,False,True,False
181,sort_physicists,"[1, 2, 3, 4, 5, 6]",student38,fail,[1],True,True,False,False,False,True,True,False,True
182,sort_physicists,"[1, 2, 3, 4, 5, 6]",student43,success,"[1, 3, 4, 5, 6]",False,False,False,False,False,False,True,True,False
183,sort_physicists,"[1, 2, 3, 4, 5, 6]",student54,success,"[1, 3, 4, 6]",False,False,False,False,False,False,True,True,False
184,sort_physicists,"[1, 2, 3, 4, 5, 6]",student57,success,"[1, 3, 4, 5, 6]",True,True,False,False,False,False,True,True,False
185,sort_physicists,"[1, 2, 3, 4, 5, 6]",student77,success,"[1, 2, 3, 4, 5, 6]",True,False,False,True,True,False,False,True,False
186,reverseWords,"[1, 2, 3, 4, 5]",student1,success,"[1, 2, 3, 4, 5]",True,False,False,True,True,False,False,True,False
187,reverseWords,"[1, 2, 3, 4, 5]",student6,success,"[1, 2, 3, 4, 5]",False,False,False,False,True,False,False,True,False
188,reverseWords,"[1, 2, 3, 4, 5]",student7,success,"[2, 3, 4, 5, 1]",False,False,False,False,True,False,False,True,False
189,reverseWords,"[1, 2, 3, 4, 5]",student39,success,"[1, 2, 3, 4]",True,False,False,True,False,False,True,True,False
190,reverseWords,"[1, 2, 3, 4, 5]",student46,fail,"[1, 2, 3, 4, 5]",False,False,False,False,True,False,False,False,True
191,reverseWords,"[1, 2, 3, 4, 5]",student55,success,"[1, 2, 3, 4, 5]",False,False,False,False,True,False,False,True,False
192,reverseWords,"[1, 2, 3, 4, 5]",student58,fail,"[2, 5]",True,True,False,False,False,True,True,False,True
193,planets_mass,"[1, 2, 3, 4, 5, 6]",student14,success,"[3, 6]",True,False,False,True,False,True,True,True,False
194,planets_mass,"[1, 2, 3, 4, 5, 6]",student24,fail,"[4, 5, 6]",True,False,False,True,False,True,True,False,True
195,planets_mass,"[1, 2, 3, 4, 5, 6]",student46,success,"[1, 2, 3, 4, 5, 6]",True,False,True,False,True,False,False,True,False
196,planets_mass,"[1, 2, 3, 4, 5, 6]",student47,fail,"[2, 3, 4, 5]",False,False,False,False,False,False,True,False,True
197,planets_mass,"[1, 2, 3, 4, 5, 6]",student53,success,"[2, 3, 4, 5, 6]",True,False,False,True,False,False,True,True,False
198,planets_mass,"[1, 2, 3, 4, 5, 6]",student55,success,"[1, 2, 3, 4, 5, 6]",True,False,False,True,True,False,False,True,False
199,planets_mass,"[1, 2, 3, 4, 5, 6]",student58,fail,"[2, 3, 5, 6]",True,False,True,False,False,False,True,False,True
200,planets_mass,"[1, 2, 3, 4, 5, 6]",student65,success,"[1, 2, 3, 4, 5, 6]",True,False,False,True,True,False,False,True,False
201,increaseScore,"[1, 2, 3, 4, 5, 6]",student23,fail,"[1, 3, 4, 5, 6]",True,True,False,False,False,False,True,False,True
202,increaseScore,"[1, 2, 3, 4, 5, 6]",student33,success,"[1, 2, 3, 4, 6]",True,False,False,True,False,False,True,True,False
203,increaseScore,"[1, 2, 3, 4, 5, 6]",student35,fail,"[1, 2, 3, 4]",True,False,False,True,False,False,True,False,True
204,increaseScore,"[1, 2, 3, 4, 5, 6]",student50,success,"[1, 2, 3]",False,False,False,False,False,True,True,True,False
205,increaseScore,"[1, 2, 3, 4, 5, 6]",student59,success,"[1, 3, 4, 5, 6]",False,False,False,False,False,False,True,True,False
206,increaseScore,"[1, 2, 3, 4, 5, 6]",student75,fail,"[2, 3, 4]",False,False,False,False,False,True,True,False,True
207,add_up,"[1, 2, 3, 4, 5, 6]",student7,success,"[1, 2, 3, 4, 5]",False,False,False,False,False,False,True,True,False
208,add_up,"[1, 2, 3, 4, 5, 6]",student9,fail,"[2, 3, 4, 6]",False,False,False,False,False,False,True,False,True
209,add_up,"[1, 2, 3, 4, 5, 6]",student1,fail,"[2, 3, 4]",True,True,False,False,False,True,True,False,True
210,add_up,"[1, 2, 3, 4, 5, 6]",student14,fail,"[4, 5]",False,False,False,False,False,True,True,False,True
211,add_up,"[1, 2, 3, 4, 5, 6]",student15,fail,"[2, 3, 4, 5]",True,True,False,False,False,False,True,False,True
212,add_up,"[1, 2, 3, 4, 5, 6]",student24,fail,"[1, 2, 4]",False,False,False,False,False,True,True,False,True
213,add_up,"[1, 2, 3, 4, 5, 6]",student31,fail,"[1, 3, 4]",True,False,False,True,False,True,True,False,True
214,add_up,"[1, 2, 3, 4, 5, 6]",student45,fail,"[2, 3, 4]",True,True,False,False,False,True,True,False,True
215,add_up,"[1, 2, 3, 4, 5, 6]",student46,fail,"[2, 3, 4]",True,True,False,False,False,True,True,False,True
216,add_up,"[1, 2, 3, 4, 5, 6]",student6,fail,"[2, 4, 5, 6]",False,False,False,False,False,False,True,False,True
217,add_up,"[1, 2, 3, 4, 5, 6]",student47,fail,"[3, 4]",True,True,False,False,False,True,True,False,True
218,add_up,"[1, 2, 3, 4, 5, 6]",student55,fail,"[1, 2, 3, 4, 5]",True,False,False,True,False,False,True,False,True
219,add_up,"[1, 2, 3, 4, 5, 6]",student58,fail,"[2, 4]",False,False,False,False,False,True,True,False,True
